uri,id,label,description,created_at
https://orkg.org/property/P5068,P5068,acronym,,2019-12-17T12:37:34.519+01:00
https://orkg.org/property/P0,P0,addresses,Physical address of the item.,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7,P7,affiliation,"An organization that this person is affiliated with. For example, a school/university.",2019-01-06T15:04:07.692Z
https://orkg.org/property/P5027,P5027,Aggregation,,2019-12-17T11:40:16.048+01:00
https://orkg.org/property/P4058,P4058,Aktivität,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P2001,P2001,Algorithm,"A finite sequence of rigorous well-defined instructions, typically used to solve a class of specific problems or to perform a computation.",2019-01-06T15:04:07.692Z
https://orkg.org/property/P5031,P5031,Application type,,2019-12-17T11:40:16.094+01:00
https://orkg.org/property/P33,P33,approach,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5043,P5043,Approach type,The type of an approach implemented.,2019-12-17T11:45:56.122+01:00
https://orkg.org/property/P7015,P7015,Architecture,,2019-12-19T15:06:37.405+01:00
https://orkg.org/property/P6,P6,author,The author of this content.,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4054,P4054,based on,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P2003,P2003,Best complexity,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4060,P4060,capable of,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4024,P4024,Challenge,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5070,P5070,class,,2019-12-17T12:37:34.525+01:00
https://orkg.org/property/P7038,P7038,Class count,,2020-01-17T12:34:56.839+01:00
https://orkg.org/property/P5095,P5095,class mappings,,2019-12-17T12:37:34.596+01:00
https://orkg.org/property/P5088,P5088,classes,,2019-12-17T12:37:34.575+01:00
https://orkg.org/property/P3003,P3003,Classification,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5007,P5007,Clustering,,2019-12-17T09:42:25.598+01:00
https://orkg.org/property/P4005,P4005,code List,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7012,P7012,Cohort size,,2019-12-19T15:06:37.314+01:00
https://orkg.org/property/P4019,P4019,Company,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4008,P4008,component,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P1008,P1008,conducted at,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5090,P5090,configuration,,2019-12-17T12:37:34.581+01:00
https://orkg.org/property/DATA,DATA,data,"Facts or information, escpecially when examined and used to find out things or to make decisions.",2019-01-06T15:04:07.692Z
https://orkg.org/property/P7040,P7040,Data property count,,2020-01-17T12:34:56.862+01:00
https://orkg.org/property/P5032,P5032,Data types,,2019-12-17T11:41:44.969+01:00
https://orkg.org/property/P2005,P2005,dataset,"collection of data used in the study/contribution. May refer for example to a URL, a text description or to the name of a dataset item in ORKG to be described using the ""dataset"" template.",2019-01-06T15:04:07.692Z
https://orkg.org/property/P5056,P5056,datasheet,,2019-12-17T12:37:34.478+01:00
https://orkg.org/property/P5001,P5001,deals with,,2019-12-17T09:42:25.418+01:00
https://orkg.org/property/P23,P23,defines,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7014,P7014,Demo video,,2019-12-19T15:06:37.382+01:00
https://orkg.org/property/P4076,P4076,describes,,2019-01-06T15:04:07.692Z
https://orkg.org/property/description,description,description,"Algorithms, Tools, performance metrics",2019-01-06T15:04:07.692Z
https://orkg.org/property/P4004,P4004,dimension,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5022,P5022,Disambiguation task,,2019-12-17T11:39:36.425+01:00
https://orkg.org/property/P5044,P5044,Document type,,2019-12-17T11:45:56.144+01:00
https://orkg.org/property/P10,P10,DOI,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5030,P5030,Domain,"The domain property specifies the general area or field in which the SLMs are designed to operate. The respective values are generic, coding, or scientific.",2019-12-17T11:40:16.082+01:00
https://orkg.org/property/P8,P8,email,Email address.,2019-01-06T15:04:07.692Z
https://orkg.org/property/P2,P2,employs,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P22,P22,environment,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P34,P34,evaluation,Model Evaluation is the process through which we quantify the quality of a system's predictions. ,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5004,P5004,Evidence,,2019-12-17T09:42:25.504+01:00
https://orkg.org/property/P7036,P7036,Example class,,2020-01-17T12:34:56.816+01:00
https://orkg.org/property/exampleOfUsage,exampleOfUsage,example of usage,,2019-12-17T11:39:36.19+01:00
https://orkg.org/property/P1007,P1007,experiment,"A scientific procedure undertaken to make a discovery, test a hypothesis, or demonstrate a known fact.",2019-01-06T15:04:07.692Z
https://orkg.org/property/P5016,P5016,F-measure,,2019-12-17T11:39:36.294+01:00
https://orkg.org/property/P3001,P3001,Feature extraction,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P3002,P3002,Feature selection,"Selection of the features for machine learning model (e.g. manual, trial-error, F test, reccursive feature elimination, etc.)",2019-01-06T15:04:07.692Z
https://orkg.org/property/P24,P24,field,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7016,P7016,Figure,,2019-12-19T15:06:37.435+01:00
https://orkg.org/property/P5025,P5025,Filter,,2019-12-17T11:40:16.024+01:00
https://orkg.org/property/P4065,P4065,finding,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P2008,P2008,Formalization,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7035,P7035,Full name,,2020-01-17T12:34:56.805+01:00
https://orkg.org/property/P5008,P5008,Graph,,2019-12-17T09:42:25.631+01:00
https://orkg.org/property/P4050,P4050,Has edges,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7013,P7013,Has formula,,2019-12-19T15:06:37.363+01:00
https://orkg.org/property/P6003,P6003,has ingredient,,2019-12-17T15:56:36.958+01:00
https://orkg.org/property/P7000,P7000,has material,Material(-type) which was investigated,2019-12-17T16:25:04.549+01:00
https://orkg.org/property/P4056,P4056,has methodology,"the knowledge, which the research involved",2019-01-06T15:04:07.692Z
https://orkg.org/property/P7003,P7003,has number,,2019-12-18T15:04:00.565+01:00
https://orkg.org/property/HAS_ORCID,HAS_ORCID,Has ORCID,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P17,P17,has part,Indicates a CreativeWork that is (in some sense) a part of this CreativeWork. Reverse property isPartOf.,2019-01-06T15:04:07.692Z
https://orkg.org/property/P6004,P6004,has property,,2019-12-17T15:56:36.963+01:00
https://orkg.org/property/hasPublishedVersion,hasPublishedVersion,has published version,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4047,P4047,has size,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4015,P4015,has specified input,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4014,P4014,has specified numeric value,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4003,P4003,has specified output,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P36,P36,has subfield,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P4059,P4059,Has url,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7002,P7002,has user license,,2019-12-18T14:40:13.702+01:00
https://orkg.org/property/P4009,P4009,has value specification,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7044,P7044,Has video,,2020-01-17T18:23:37.674+01:00
https://orkg.org/property/P5000,P5000,Heuristic followed,,2019-12-17T09:42:25.22+01:00
https://orkg.org/property/icon,icon,icon,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P15,P15,implementation,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P19,P19,input,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P5076,P5076,instances,,2019-12-17T12:37:34.54+01:00
https://orkg.org/property/P4022,P4022,Institution,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P7042,P7042,IRI,,2020-01-17T12:34:56.888+01:00
https://orkg.org/property/P4053,P4053,is about,describe about the article major contribution,2019-01-06T15:04:07.692Z
